,latitude,longitude,elevation,radiation_db,meteo_db,year_min,year_max,use_horizon,horizon_db,slope_value,slope_optimal,azimuth_value,azimuth_optimal,type,technology,peak_power,system_loss,system_cost,interest,lifetime,month,E_d,E_m,H(i)_d,H(i)_m,SD_m
0,12.191357076505616,79.9673570765056,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.24835707650561,False,-28.751642923494384,False,free-standing,c-Si,7.928357076505616,11.248357076505616,42.278357076505614,10.918357076505616,25.248357076505616,1,31.32,970.8,5.94,184.05,32.43
1,11.873867849414408,79.6498678494144,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.93086784941441,False,-29.06913215058559,False,free-standing,c-Si,7.610867849414407,10.930867849414408,41.960867849414406,10.600867849414408,24.93086784941441,2,30.29,848.24,5.91,165.53,27.99
2,12.266844269050345,80.04284426905033,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.32384426905034,False,-28.676155730949652,False,free-standing,c-Si,8.003844269050346,11.323844269050346,42.35384426905035,10.993844269050346,25.323844269050348,3,24.88,771.21,5.0,154.93,45.19
3,12.704514928204013,80.480514928204,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.76151492820401,False,-28.23848507179599,False,free-standing,c-Si,8.441514928204013,11.761514928204013,42.791514928204016,11.431514928204013,25.76151492820401,4,19.53,585.9,4.03,120.75,15.33
4,11.82592331263833,79.60192331263832,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.88292331263833,False,-29.117076687361667,False,free-standing,c-Si,7.562923312638332,10.882923312638333,41.912923312638334,10.552923312638331,24.882923312638333,5,15.29,473.94,3.19,98.95,14.82
5,11.82593152152541,79.6019315215254,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.8829315215254,False,-29.11706847847459,False,free-standing,c-Si,7.562931521525409,10.88293152152541,41.91293152152541,10.55293152152541,24.88293152152541,6,13.8,414.05,2.85,85.41,8.63
6,12.732606407753696,80.50860640775369,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.7896064077537,False,-28.210393592246305,False,free-standing,c-Si,8.469606407753695,11.789606407753695,42.819606407753696,11.459606407753697,25.789606407753695,7,14.88,461.35,3.0,92.93,9.87
7,12.326717364576455,80.10271736457645,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.38371736457646,False,-28.616282635423545,False,free-standing,c-Si,8.063717364576455,11.383717364576455,42.413717364576456,11.053717364576455,25.383717364576455,8,17.4,539.33,3.45,106.85,18.22
8,11.708262807032524,79.48426280703252,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.76526280703253,False,-29.234737192967476,False,free-standing,c-Si,7.445262807032524,10.765262807032524,41.79526280703252,10.435262807032524,24.765262807032524,9,21.43,642.98,4.18,125.37,24.5
9,12.214280021792982,79.99028002179297,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,67.27128002179298,False,-28.728719978207018,False,free-standing,c-Si,7.951280021792982,11.271280021792982,42.301280021792984,10.941280021792982,25.271280021792982,10,22.88,709.23,4.47,138.59,57.54
10,11.711291153593768,79.48729115359376,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.76829115359376,False,-29.23170884640623,False,free-standing,c-Si,7.448291153593768,10.768291153593768,41.79829115359377,10.438291153593768,24.76829115359377,11,23.88,716.34,4.57,137.08,106.61
11,11.71013512321487,79.48613512321486,93.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.76713512321487,False,-29.23286487678513,False,free-standing,c-Si,7.4471351232148715,10.76713512321487,41.79713512321487,10.43713512321487,24.76713512321487,12,25.74,797.87,4.85,150.3,78.1
12,12.866981135783018,80.89398113578301,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,56.12098113578302,False,76.12098113578301,False,free-standing,CdTe,8.990981135783016,13.120981135783017,35.88098113578302,9.120981135783017,11.120981135783017,1,33.26,1031.03,5.2,161.17,42.31
13,11.789359877671101,79.8163598776711,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.0433598776711,False,75.04335987767111,False,free-standing,CdTe,7.913359877671101,12.0433598776711,34.8033598776711,8.0433598776711,10.0433598776711,2,36.29,1015.99,5.7,159.62,38.52
14,11.883541083743484,79.91054108374348,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.137541083743486,False,75.13754108374349,False,free-standing,CdTe,8.007541083743483,12.137541083743484,34.897541083743484,8.137541083743484,10.137541083743484,3,36.21,1122.4,5.72,177.23,74.52
15,12.464856235379514,80.49185623537952,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.71885623537951,False,75.71885623537952,False,free-standing,CdTe,8.588856235379513,12.718856235379514,35.47885623537951,8.718856235379514,10.718856235379514,4,33.93,1017.91,5.35,160.43,64.66
16,12.239584439832788,80.26658443983278,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.49358443983279,False,75.49358443983279,False,free-standing,CdTe,8.363584439832788,12.493584439832787,35.253584439832785,8.493584439832787,10.493584439832787,5,30.13,933.97,4.77,148.0,65.04
17,12.903123666297638,80.93012366629763,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,56.157123666297636,False,76.15712366629764,False,free-standing,CdTe,9.027123666297637,13.157123666297636,35.917123666297634,9.157123666297636,11.157123666297636,6,26.96,808.74,4.27,127.98,59.77
18,12.291987962239395,80.31898796223939,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.545987962239394,False,75.5459879622394,False,free-standing,CdTe,8.415987962239395,12.545987962239394,35.30598796223939,8.545987962239394,10.545987962239394,7,26.19,811.94,4.11,127.51,59.42
19,12.039848149332355,80.06684814933234,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.293848149332355,False,75.29384814933235,False,free-standing,CdTe,8.163848149332354,12.293848149332355,35.05384814933235,8.293848149332355,10.293848149332355,8,27.92,865.66,4.39,135.94,38.63
20,13.478824384460777,81.50582438446077,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,56.73282438446078,False,76.73282438446077,False,free-standing,CdTe,9.602824384460778,13.732824384460777,36.492824384460775,9.732824384460777,11.732824384460777,9,29.28,878.3,4.57,137.12,47.65
21,12.633111849756732,80.66011184975673,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.887111849756735,False,75.88711184975674,False,free-standing,CdTe,8.757111849756733,12.887111849756732,35.64711184975673,8.887111849756732,10.887111849756732,10,28.48,882.74,4.45,137.87,63.09
22,12.779764102343963,80.80676410234396,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,56.03376410234396,False,76.03376410234397,False,free-standing,CdTe,8.903764102343962,13.033764102343962,35.79376410234396,9.033764102343962,11.033764102343962,11,25.42,762.57,3.99,119.58,125.12
23,12.033625906893272,80.06062590689326,9.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,55.28762590689327,False,75.28762590689327,False,free-standing,CdTe,8.157625906893271,12.287625906893272,35.047625906893266,8.287625906893272,10.287625906893272,12,26.21,812.49,4.09,126.7,85.7
24,11.94780863773741,80.5508086377374,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.72780863773741,False,38.72780863773741,False,free-standing,CIS,9.657808637737409,15.72780863773741,37.37780863773741,9.72780863773741,15.72780863773741,1,38.16,1182.84,5.69,176.39,60.36
25,12.275461294854933,80.87846129485493,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.05546129485494,False,39.055461294854936,False,free-standing,CIS,9.985461294854932,16.055461294854933,37.705461294854935,10.055461294854933,16.055461294854933,2,39.09,1094.58,5.87,164.39,44.39
26,11.64450321128885,80.24750321128884,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.42450321128885,False,38.42450321128885,False,free-standing,CIS,9.354503211288849,15.42450321128885,37.07450321128885,9.42450321128885,15.42450321128885,3,34.18,1059.66,5.17,160.32,63.92
27,12.407849009172837,81.01084900917283,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.18784900917284,False,39.18784900917284,False,free-standing,CIS,10.117849009172836,16.187849009172837,37.837849009172835,10.187849009172837,16.187849009172837,4,27.05,811.57,4.18,125.49,55.96
28,11.919680655040597,80.52268065504059,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.6996806550406,False,38.699680655040595,False,free-standing,CIS,9.629680655040596,15.699680655040597,37.34968065504059,9.699680655040597,15.699680655040597,5,21.26,659.09,3.39,105.09,34.89
29,12.074153125103361,80.67715312510336,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.85415312510337,False,38.85415312510336,False,free-standing,CIS,9.784153125103362,15.854153125103362,37.50415312510336,9.854153125103362,15.854153125103362,6,18.52,555.46,3.01,90.35,27.63
30,11.919146693885303,80.52214669388529,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.6991466938853,False,38.699146693885304,False,free-standing,CIS,9.629146693885302,15.699146693885302,37.3491466938853,9.699146693885302,15.699146693885302,7,19.36,600.28,3.11,96.29,25.81
31,13.146139092254469,81.74913909225447,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.92613909225447,False,39.926139092254466,False,free-standing,CIS,10.85613909225447,16.92613909225447,38.576139092254465,10.92613909225447,16.92613909225447,8,21.84,677.08,3.44,106.61,34.52
32,12.213251387631034,80.81625138763103,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.99325138763103,False,38.993251387631034,False,free-standing,CIS,9.923251387631034,15.993251387631034,37.64325138763103,9.993251387631034,15.993251387631034,9,26.26,787.83,4.07,122.05,55.29
33,11.691144535522051,80.29414453552204,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.47114453552204,False,38.47114453552205,False,free-standing,CIS,9.40114453552205,15.47114453552205,37.12114453552205,9.47114453552205,15.47114453552205,10,27.73,859.58,4.29,132.91,89.17
34,12.631272456051596,81.23427245605158,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,66.41127245605159,False,39.41127245605159,False,free-standing,CIS,10.341272456051595,16.411272456051595,38.06127245605159,10.411272456051595,16.411272456051595,11,27.63,828.88,4.21,126.17,169.53
35,11.609578175014489,80.21257817501449,2.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,65.38957817501449,False,38.38957817501449,False,free-standing,CIS,9.319578175014488,15.389578175014488,37.03957817501449,9.389578175014488,15.389578175014488,12,29.46,913.2,4.41,136.56,104.65
36,13.321431797502377,80.19643179750237,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,29.10443179750238,False,61.10443179750238,False,free-standing,c-Si,4.604431797502378,12.104431797502377,44.14443179750238,10.504431797502377,24.10443179750238,1,16.22,502.72,6.0,185.9,24.06
37,12.237164938060113,79.1121649380601,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.020164938060113,False,60.02016493806011,False,free-standing,c-Si,3.520164938060112,11.020164938060113,43.06016493806011,9.420164938060113,23.020164938060113,2,17.75,497.03,6.74,188.62,22.88
38,12.552906975550785,79.42790697555078,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.335906975550785,False,60.335906975550785,False,free-standing,c-Si,3.8359069755507846,11.335906975550785,43.375906975550784,9.735906975550785,23.335906975550785,3,17.41,539.63,6.76,209.61,30.8
39,13.315430617934563,80.19043061793457,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,29.09843061793456,False,61.09843061793456,False,free-standing,c-Si,4.598430617934562,12.09843061793456,44.13843061793456,10.498430617934563,24.09843061793456,4,16.44,493.16,6.49,194.71,20.12
40,13.586233289997706,80.46123328999771,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,29.369233289997705,False,61.36923328999771,False,free-standing,c-Si,4.869233289997705,12.369233289997705,44.4092332899977,10.769233289997706,24.369233289997705,5,14.67,454.62,5.81,180.15,22.3
41,13.302684140594986,80.17768414059499,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,29.085684140594985,False,61.085684140594985,False,free-standing,c-Si,4.585684140594985,12.085684140594985,44.125684140594984,10.485684140594985,24.085684140594985,6,13.33,399.77,5.09,152.71,30.71
42,13.159175858805881,80.03417585880588,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.94217585880588,False,60.94217585880588,False,free-standing,c-Si,4.4421758588058795,11.94217585880588,43.98217585880588,10.34217585880588,23.94217585880588,7,13.16,408.1,4.94,153.18,25.98
43,13.066448152205357,79.94144815220535,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.849448152205355,False,60.849448152205355,False,free-standing,c-Si,4.349448152205356,11.849448152205355,43.889448152205354,10.249448152205357,23.849448152205355,8,13.86,429.52,5.22,161.83,21.68
44,12.477739004816288,79.35273900481629,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.260739004816287,False,60.26073900481629,False,free-standing,c-Si,3.760739004816286,11.260739004816287,43.300739004816286,9.660739004816287,23.260739004816287,9,14.43,433.02,5.46,163.67,24.62
45,12.857077895802647,79.73207789580265,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.640077895802644,False,60.64007789580265,False,free-standing,c-Si,4.140077895802646,11.640077895802646,43.68007789580265,10.040077895802646,23.640077895802644,10,13.73,425.53,5.21,161.47,32.23
46,12.986680614520107,79.86168061452011,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,28.769680614520105,False,60.769680614520105,False,free-standing,c-Si,4.269680614520106,11.769680614520107,43.809680614520104,10.169680614520107,23.769680614520105,11,12.85,385.4,4.76,142.9,62.99
47,13.745561113109458,80.62056111310946,156.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,29.528561113109458,False,61.52856111310946,False,free-standing,c-Si,5.028561113109458,12.528561113109458,44.56856111310946,10.928561113109458,24.528561113109458,12,13.14,407.26,4.81,149.25,46.93
48,13.94880914478423,81.39180914478423,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.171809144784234,False,23.17180914478423,False,free-standing,CIS,7.80180914478423,16.17180914478423,36.53180914478423,11.17180914478423,15.17180914478423,1,33.73,1045.48,6.81,211.09,35.27
49,12.895479922318632,80.33847992231863,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,43.118479922318635,False,22.118479922318635,False,free-standing,CIS,6.748479922318633,15.118479922318633,35.478479922318634,10.118479922318633,14.118479922318633,2,34.91,977.43,7.11,199.13,33.06
50,13.939041984697397,81.3820419846974,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.162041984697396,False,23.162041984697396,False,free-standing,CIS,7.792041984697398,16.162041984697396,36.522041984697395,11.162041984697398,15.162041984697398,3,31.81,986.1,6.51,201.88,51.41
51,13.584458859791841,81.02745885979184,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,43.80745885979184,False,22.807458859791844,False,free-standing,CIS,7.437458859791842,15.807458859791842,36.16745885979184,10.807458859791842,14.807458859791842,4,27.62,828.52,5.69,170.81,26.32
52,13.43853899984702,80.88153899984702,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,43.66153899984702,False,22.66153899984702,False,free-standing,CIS,7.29153899984702,15.661538999847021,36.02153899984702,10.661538999847021,14.661538999847021,5,22.38,693.73,4.7,145.69,31.33
53,14.082838144420434,81.52583814442043,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.305838144420434,False,23.305838144420434,False,free-standing,CIS,7.935838144420433,16.305838144420434,36.665838144420434,11.305838144420434,15.305838144420434,6,18.8,564.03,4.01,120.28,34.07
54,14.292499761247974,81.73549976124798,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.51549976124797,False,23.515499761247977,False,free-standing,CIS,8.145499761247976,16.515499761247977,36.87549976124797,11.515499761247975,15.515499761247975,7,18.82,583.54,3.99,123.56,34.7
55,14.242640059558099,81.6856400595581,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.4656400595581,False,23.465640059558098,False,free-standing,CIS,8.0956400595581,16.465640059558098,36.8256400595581,11.4656400595581,15.4656400595581,8,20.56,637.32,4.31,133.54,37.81
56,13.35739123838868,80.80039123838868,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,43.58039123838868,False,22.580391238388682,False,free-standing,CIS,7.210391238388681,15.58039123838868,35.94039123838868,10.58039123838868,14.58039123838868,9,23.33,699.75,4.85,145.45,53.25
57,13.622393812074392,81.06539381207439,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,43.84539381207439,False,22.84539381207439,False,free-standing,CIS,7.475393812074392,15.845393812074393,36.20539381207439,10.845393812074393,14.845393812074393,10,24.91,772.1,5.17,160.34,57.64
58,13.942631715701781,81.38563171570178,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.165631715701785,False,23.16563171570178,False,free-standing,CIS,7.795631715701782,16.16563171570178,36.525631715701785,11.165631715701782,15.165631715701782,11,25.62,768.74,5.22,156.53,119.04
59,14.264772563561179,81.70777256356118,1.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,44.48777256356118,False,23.48777256356118,False,free-standing,CIS,8.117772563561179,16.48777256356118,36.84777256356118,11.48777256356118,15.48777256356118,12,27.35,847.87,5.47,169.48,103.16
60,11.413412881077356,77.71641288107736,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.76041288107736,False,68.76041288107736,False,free-standing,CIS,8.100412881077355,10.760412881077356,36.19041288107736,8.760412881077356,15.760412881077356,1,31.57,978.78,5.59,173.41,56.63
61,11.560170511668092,77.86317051166809,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.90717051166809,False,68.90717051166808,False,free-standing,CIS,8.247170511668092,10.907170511668092,36.33717051166809,8.907170511668092,15.907170511668092,2,33.04,925.02,6.0,168.09,41.48
62,11.099832512996986,77.402832512997,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.446832512996984,False,68.44683251299699,False,free-standing,CIS,7.786832512996986,10.446832512996986,35.876832512996984,8.446832512996986,15.446832512996986,3,30.64,949.99,5.69,176.35,71.11
63,11.054896687959666,77.35789668795967,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.40189668795966,False,68.40189668795966,False,free-standing,CIS,7.741896687959665,10.401896687959665,35.83189668795966,8.401896687959665,15.401896687959665,4,26.71,801.27,5.02,150.57,70.79
64,12.059262911197099,78.3622629111971,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.406262911197096,False,69.4062629111971,False,free-standing,CIS,8.7462629111971,11.4062629111971,36.836262911197096,9.4062629111971,16.4062629111971,5,24.99,774.55,4.6,142.46,105.71
65,12.331120014285412,78.63412001428541,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.67812001428541,False,69.67812001428541,False,free-standing,CIS,9.018120014285412,11.678120014285412,37.10812001428541,9.678120014285412,16.678120014285412,6,20.14,604.16,3.66,109.71,125.13
66,11.616994939209834,77.91999493920983,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.96399493920983,False,68.96399493920984,False,free-standing,CIS,8.303994939209833,10.963994939209833,36.39399493920983,8.963994939209833,15.963994939209833,7,19.73,611.75,3.56,110.4,118.89
67,12.154766448946013,78.45776644894602,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.501766448946015,False,69.50176644894601,False,free-standing,CIS,8.841766448946013,11.501766448946013,36.931766448946014,9.501766448946013,16.50176644894601,8,22.74,704.98,4.09,126.75,134.98
68,11.833818012523817,78.13681801252382,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.180818012523815,False,69.18081801252382,False,free-standing,CIS,8.520818012523817,11.180818012523817,36.610818012523815,9.180818012523817,16.180818012523815,9,24.45,733.62,4.4,131.94,161.68
69,11.33044012269744,77.63344012269744,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.67744012269744,False,68.67744012269743,False,free-standing,CIS,8.017440122697437,10.677440122697437,36.10744012269744,8.677440122697437,15.677440122697437,10,24.54,760.84,4.44,137.66,127.74
70,11.833697802754207,78.13669780275421,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.18069780275421,False,69.18069780275421,False,free-standing,CIS,8.520697802754206,11.180697802754207,36.61069780275421,9.180697802754207,16.180697802754207,11,24.39,731.74,4.36,130.8,110.03
71,12.422018283232985,78.72501828323298,237.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.76901828323298,False,69.76901828323298,False,free-standing,CIS,9.109018283232984,11.769018283232985,37.19901828323299,9.769018283232985,16.769018283232985,12,27.53,853.45,4.85,150.25,69.58
72,12.521086980445023,77.89608698044502,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,50.982086980445025,False,68.98208698044502,False,free-standing,CdTe,8.322086980445023,10.982086980445024,36.61208698044503,8.982086980445024,10.982086980445024,1,33.3,1032.37,5.48,169.89,48.13
73,13.321321827907003,78.696321827907,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,51.782321827907005,False,69.782321827907,False,free-standing,CdTe,9.122321827907003,11.782321827907003,37.41232182790701,9.782321827907003,11.782321827907003,2,35.1,982.7,5.83,163.12,73.32
74,11.229127447955127,76.60412744795514,1150.0,PVGIS-SARAH,ERA5,2005,2016,True,DEM-calculated,49.69012744795513,False,67.69012744795513,False,free-standing,CdTe,7.0301274479551275,9.690127447955128,35.32012744795513,7.690127447955128,9.690127447955128,3,33.62,1042.24,5.6,173.46,88.86
